CustomerID,Recency,Frequency,Monetary,Return_Value,Net_Monetary,R_Score,F_Score,M_Score,Customer_Segment
13486,78,3,1122.41,0.0,1122.41,2,3,4,At Risk
13487,58,3,575.4,0.0,575.4,3,3,3,Loyal Customers
13488,17,13,8968.31,57.7,8910.609999999999,4,5,5,Champions
13489,105,4,449.52,0.0,449.52,2,4,2,At Risk
13491,52,10,1215.82,0.0,1215.82,3,5,4,Loyal Customers
13492,136,3,1269.84,0.0,1269.84,2,3,4,At Risk
13493,275,2,618.63,0.0,618.63,1,2,3,At Risk
13494,312,1,316.26000000000005,0.0,316.26000000000005,1,1,2,Hibernating / Lost
13495,8,5,2044.8700000000001,54.75,1990.1200000000001,5,4,4,Champions
13496,11,2,653.33,35.400000000000006,617.9300000000001,5,2,3,Hibernating / Lost
13497,283,2,348.05,27.0,321.05,1,2,2,Hibernating / Lost
13499,18,5,1159.11,12.15,1146.9599999999998,4,4,4,Champions
13500,23,3,1166.77,30.0,1136.77,4,3,4,Loyal Customers
13501,288,1,1340.32,29.849999999999998,1310.47,1,1,4,At Risk
13502,17,3,292.0,0.0,292.0,4,3,2,Loyal Customers
13503,71,1,216.85,0.0,216.85,3,1,1,Hibernating / Lost
13504,64,1,295.93,0.0,295.93,3,1,2,Hibernating / Lost
13505,73,4,4393.63,110.75,4282.88,2,4,5,At Risk
13506,316,2,458.52,5.7,452.82,1,2,2,Hibernating / Lost
13507,3,4,2479.16,0.0,2479.16,5,4,5,Champions
13508,244,1,110.97,0.0,110.97,1,1,1,Hibernating / Lost
13509,9,7,979.72,0.0,979.72,5,5,4,Champions
13510,1,4,1791.56,6.4,1785.1599999999999,5,4,4,Champions
13512,261,1,251.21,0.0,251.21,1,1,2,Hibernating / Lost
13513,127,1,205.1,0.0,205.1,2,1,1,Hibernating / Lost
13514,74,1,152.20000000000002,0.0,152.20000000000002,2,1,1,Hibernating / Lost
13515,73,4,891.12,0.0,891.12,2,4,3,At Risk
13516,21,3,1389.41,0.0,1389.41,4,3,4,Loyal Customers
13517,60,3,2128.42,19.35,2109.07,3,3,5,Loyal Customers
13518,86,1,659.4399999999999,0.0,659.4399999999999,2,1,3,At Risk
13519,78,1,122.75,11.95,110.8,2,1,1,Hibernating / Lost
13520,59,6,3624.35,136.6,3487.75,3,5,5,Loyal Customers
13521,1,3,1093.65,0.0,1093.65,5,3,4,Loyal Customers
13522,30,1,125.80000000000001,0.0,125.80000000000001,4,1,1,Hibernating / Lost
13523,33,5,3964.88,209.5,3755.38,4,4,5,Champions
13524,41,5,680.1800000000001,0.0,680.1800000000001,3,4,3,Loyal Customers
13525,15,2,628.78,0.0,628.78,4,2,3,Hibernating / Lost
13527,34,7,2287.51,23.75,2263.76,3,5,5,Loyal Customers
13529,79,2,307.76,0.0,307.76,2,2,2,Hibernating / Lost
13531,205,2,483.8,0.0,483.8,1,2,3,At Risk
13532,34,1,210.31,0.0,210.31,3,1,1,Hibernating / Lost
13533,183,3,270.79,0.0,270.79,1,3,2,At Risk
13534,2,25,5870.08,257.0,5613.08,5,5,5,Champions
13536,1,7,3448.29,0.0,3448.29,5,5,5,Champions
13538,43,7,1280.85,0.0,1280.85,3,5,4,Loyal Customers
13539,86,3,631.34,25.5,605.84,2,3,3,At Risk
13544,40,2,291.41,0.0,291.41,3,2,2,Hibernating / Lost
13546,12,3,626.99,0.0,626.99,5,3,3,Loyal Customers
13548,96,2,682.41,0.0,682.41,2,2,3,At Risk
13549,26,7,918.2,2.08,916.12,4,5,4,Champions
13551,319,1,91.80000000000001,0.0,91.80000000000001,1,1,1,Hibernating / Lost
13552,66,12,3740.07,200.54,3539.53,3,5,5,Loyal Customers
13555,74,4,4149.28,0.0,4149.28,2,4,5,At Risk
13557,28,2,584.06,0.0,584.06,4,2,3,Hibernating / Lost
13558,6,4,605.06,0.0,605.06,5,4,3,Loyal Customers
13560,7,1,174.37,0.0,174.37,5,1,1,Hibernating / Lost
13561,216,1,141.85999999999999,0.0,141.85999999999999,1,1,1,Hibernating / Lost
13562,82,3,1799.33,0.0,1799.33,2,3,4,At Risk
13563,84,2,777.53,0.0,777.53,2,2,3,At Risk
13564,144,3,1749.02,1101.28,647.74,2,3,3,At Risk
13565,19,2,240.22,0.0,240.22,4,2,1,Hibernating / Lost
13566,41,2,874.71,0.0,874.71,3,2,3,Hibernating / Lost
13568,173,1,192.85,0.0,192.85,2,1,1,Hibernating / Lost
13569,17,2,373.75,0.0,373.75,4,2,2,Hibernating / Lost
13570,243,1,239.49,0.0,239.49,1,1,1,Hibernating / Lost
13571,13,12,2092.32,0.0,2092.32,5,5,5,Champions
13572,206,1,1384.25,0.0,1384.25,1,1,4,At Risk
13573,50,2,294.4,0.0,294.4,3,2,2,Hibernating / Lost
13575,23,5,732.0699999999999,0.0,732.0699999999999,4,4,3,Loyal Customers
13576,10,18,6717.34,14.040000000000001,6703.3,5,5,5,Champions
13577,25,4,1687.6000000000001,29.3,1658.3000000000002,4,4,4,Champions
13579,15,2,467.04,0.0,467.04,4,2,2,Hibernating / Lost
13581,309,1,118.0,0.0,118.0,1,1,1,Hibernating / Lost
13583,156,1,781.03,0.0,781.03,2,1,3,At Risk
13584,307,1,142.4,0.0,142.4,1,1,1,Hibernating / Lost
13587,64,1,712.4,365.4,347.0,3,1,2,Hibernating / Lost
13588,16,9,2478.95,33.830000000000005,2445.12,4,5,5,Champions
13589,15,2,379.65,0.0,379.65,4,2,2,Hibernating / Lost
13590,11,6,1981.92,5.800000000000001,1976.1200000000001,5,5,4,Champions
13591,65,3,1117.13,0.0,1117.13,3,3,4,Loyal Customers
13592,36,4,247.95999999999998,0.0,247.95999999999998,3,4,2,Loyal Customers
13593,108,5,2037.0800000000002,46.8,1990.2800000000002,2,4,4,At Risk
13594,53,1,396.97,0.0,396.97,3,1,2,Hibernating / Lost
13596,6,2,697.04,0.0,697.04,5,2,3,Hibernating / Lost
13598,47,1,180.17000000000002,12.75,167.42000000000002,3,1,1,Hibernating / Lost
13599,1,21,5153.67,123.07000000000001,5030.6,5,5,5,Champions
13600,312,1,219.52,0.0,219.52,1,1,1,Hibernating / Lost
13601,45,2,693.32,0.0,693.32,3,2,3,Hibernating / Lost
13602,65,1,428.89,0.0,428.89,3,1,2,Hibernating / Lost
13603,26,1,164.34,0.0,164.34,4,1,1,Hibernating / Lost
13606,29,3,280.53999999999996,0.0,280.53999999999996,4,3,2,Loyal Customers
13607,40,1,678.01,0.0,678.01,3,1,3,Hibernating / Lost
13610,12,7,1131.88,16.45,1115.43,5,5,4,Champions
13611,89,3,1171.8,13.6,1158.2,2,3,4,At Risk
13614,24,4,1610.46,0.0,1610.46,4,4,4,Champions
13615,319,1,417.69,17.700000000000003,399.99,1,1,2,Hibernating / Lost
13617,40,3,544.18,0.0,544.18,3,3,3,Loyal Customers
13618,174,1,177.34,0.0,177.34,2,1,1,Hibernating / Lost
13621,117,1,213.85,0.0,213.85,2,1,1,Hibernating / Lost
13623,31,5,747.78,75.33999999999999,672.4399999999999,4,4,3,Loyal Customers
13626,253,1,257.23,0.0,257.23,1,1,2,Hibernating / Lost
13627,59,5,1638.47,14.45,1624.02,3,4,4,Loyal Customers
13629,23,11,7792.36,0.0,7792.36,4,5,5,Champions
13630,5,7,2031.78,36.1,1995.68,5,5,4,Champions
13631,100,11,3070.42,48.65,3021.77,2,5,5,At Risk
13632,25,5,2121.27,4.25,2117.02,4,4,5,Champions
13634,33,5,1575.16,0.0,1575.16,4,4,4,Champions
13635,68,1,1071.03,0.0,1071.03,3,1,4,Hibernating / Lost
13636,37,5,949.12,7.5,941.62,3,4,4,Loyal Customers
13637,52,3,810.5,0.0,810.5,3,3,3,Loyal Customers
13638,16,1,122.64,0.0,122.64,4,1,1,Hibernating / Lost
13639,74,1,1033.34,0.0,1033.34,2,1,4,At Risk
13642,216,1,354.8,0.0,354.8,1,1,2,Hibernating / Lost
13643,31,3,519.44,0.0,519.44,4,3,3,Loyal Customers
13644,16,4,2624.26,26.74,2597.5200000000004,4,4,5,Champions
13645,120,1,252.1,0.0,252.1,2,1,2,Hibernating / Lost
13647,10,4,1678.1200000000001,7.9,1670.22,5,4,4,Champions
13649,257,2,346.6,0.0,346.6,1,2,2,Hibernating / Lost
13650,17,6,1836.34,27.0,1809.34,4,5,4,Champions
13651,35,2,94.2,0.0,94.2,3,2,1,Hibernating / Lost
13652,46,3,1095.08,0.0,1095.08,3,3,4,Loyal Customers
13654,43,6,2707.33,0.0,2707.33,3,5,5,Loyal Customers
13655,114,2,932.97,0.0,932.97,2,2,4,At Risk
13656,165,2,379.65,0.0,379.65,2,2,2,Hibernating / Lost
13657,11,2,382.14,0.0,382.14,5,2,2,Hibernating / Lost
13658,10,5,2639.17,217.7,2421.4700000000003,5,4,5,Champions
13659,206,2,1573.2,22.35,1550.8500000000001,1,2,4,At Risk
13662,86,3,897.76,18.68,879.08,2,3,3,At Risk
13663,179,1,189.47,0.0,189.47,2,1,1,Hibernating / Lost
13666,60,3,84.65,0.0,84.65,3,3,1,Loyal Customers
13667,149,1,305.02,0.0,305.02,2,1,2,Hibernating / Lost
13668,3,21,6363.59,147.52,6216.07,5,5,5,Champions
13669,51,2,218.55,0.0,218.55,3,2,1,Hibernating / Lost
13670,75,1,349.7,0.0,349.7,2,1,2,Hibernating / Lost
13672,301,2,186.39000000000001,257.85,-71.46000000000001,1,2,1,Hibernating / Lost
13673,19,2,396.92,0.0,396.92,4,2,2,Hibernating / Lost
13675,151,2,486.82000000000005,0.0,486.82000000000005,2,2,3,At Risk
13678,152,1,232.6,0.0,232.6,2,1,1,Hibernating / Lost
13680,1,4,3722.42,1520.11,2202.3100000000004,5,4,5,Champions
13681,18,4,827.83,0.0,827.83,4,4,3,Loyal Customers
13682,187,1,59.5,0.0,59.5,1,1,1,Hibernating / Lost
13684,286,1,67.23,3.0,64.23,1,1,1,Hibernating / Lost
13685,3,7,3119.44,0.0,3119.44,5,5,5,Champions
13686,183,1,72.0,0.0,72.0,1,1,1,Hibernating / Lost
13689,63,1,910.0,0.0,910.0,3,1,3,Hibernating / Lost
13690,59,1,172.25,0.0,172.25,3,1,1,Hibernating / Lost
13692,25,3,1488.32,21.45,1466.87,4,3,4,Loyal Customers
13694,4,50,65039.62,2386.52,62653.100000000006,5,5,5,Champions
13695,31,15,2504.13,0.0,2504.13,4,5,5,Champions
13697,39,1,151.29999999999998,0.0,151.29999999999998,3,1,1,Hibernating / Lost
13699,155,1,308.58000000000004,0.0,308.58000000000004,2,1,2,Hibernating / Lost
13700,26,10,2265.12,0.0,2265.12,4,5,5,Champions
13703,318,1,99.5,0.0,99.5,1,1,1,Hibernating / Lost
13704,5,9,2308.06,12.75,2295.31,5,5,5,Champions
13705,8,3,711.86,0.0,711.86,5,3,3,Loyal Customers
13706,303,1,330.79,0.0,330.79,1,1,2,Hibernating / Lost
13707,267,2,806.41,0.0,806.41,1,2,3,At Risk
13708,271,1,296.88,0.0,296.88,1,1,2,Hibernating / Lost
13709,4,13,6328.05,78.94,6249.110000000001,5,5,5,Champions
13710,32,1,180.48,0.0,180.48,4,1,1,Hibernating / Lost
13711,219,2,252.06,0.0,252.06,1,2,2,Hibernating / Lost
13712,247,1,228.84,0.0,228.84,1,1,1,Hibernating / Lost
13715,281,5,1079.34,25.4,1053.9399999999998,1,4,4,At Risk
13716,269,1,138.28,0.0,138.28,1,1,1,Hibernating / Lost
13717,32,6,1445.01,12.75,1432.26,4,5,4,Champions
13718,246,2,306.55,0.0,306.55,1,2,2,Hibernating / Lost
13719,15,5,1041.68,0.0,1041.68,4,4,4,Champions
13720,117,4,799.9,0.0,799.9,2,4,3,At Risk
13721,36,1,524.14,0.0,524.14,3,1,3,Hibernating / Lost
13722,132,3,2375.41,6.25,2369.16,2,3,5,At Risk
13723,217,1,199.85000000000002,0.0,199.85000000000002,1,1,1,Hibernating / Lost
13725,50,8,1980.56,170.75,1809.81,3,5,4,Loyal Customers
13726,39,2,1079.6599999999999,0.0,1079.6599999999999,3,2,4,Hibernating / Lost
13727,29,2,333.48,0.0,333.48,4,2,2,Hibernating / Lost
13728,37,6,1016.14,0.0,1016.14,3,5,4,Loyal Customers
13730,136,2,752.6,0.0,752.6,2,2,3,At Risk
13731,219,2,610.59,0.0,610.59,1,2,3,At Risk
13732,28,1,491.86,0.0,491.86,4,1,3,Hibernating / Lost
13735,25,4,2885.2400000000002,119.06,2766.1800000000003,4,4,5,Champions
13736,5,2,731.9,7.9,724.0,5,2,3,Hibernating / Lost
13737,200,1,339.59999999999997,0.0,339.59999999999997,1,1,2,Hibernating / Lost
13739,18,1,216.9,0.0,216.9,4,1,1,Hibernating / Lost
13740,241,1,350.75,0.0,350.75,1,1,2,Hibernating / Lost
13741,72,3,668.4300000000001,2.1,666.33,3,3,3,Loyal Customers
13742,17,12,3131.02,28.599999999999998,3102.42,4,5,5,Champions
13743,3,7,1341.6,1.45,1340.1499999999999,5,5,4,Champions
13744,95,2,1156.36,0.0,1156.36,2,2,4,At Risk
13745,162,1,300.04,8.5,291.54,2,1,2,Hibernating / Lost
13747,374,1,79.6,0.0,79.6,1,1,1,Hibernating / Lost
13748,96,5,948.25,0.0,948.25,2,4,4,At Risk
13750,54,5,1647.26,0.0,1647.26,3,4,4,Loyal Customers
13751,288,1,296.25,0.0,296.25,1,1,2,Hibernating / Lost
13752,124,6,1186.28,0.0,1186.28,2,5,4,At Risk
13753,288,1,741.26,0.0,741.26,1,1,3,At Risk
13754,152,2,282.59999999999997,0.0,282.59999999999997,2,2,2,Hibernating / Lost
13755,4,9,2161.35,6.67,2154.68,5,5,5,Champions
13756,2,14,5189.52,44.400000000000006,5145.120000000001,5,5,5,Champions
13758,12,7,3190.55,0.0,3190.55,5,5,5,Champions
13759,33,2,659.4100000000001,0.0,659.4100000000001,4,2,3,Hibernating / Lost
13760,54,2,286.79,0.0,286.79,3,2,2,Hibernating / Lost
13761,50,2,1070.65,0.0,1070.65,3,2,4,Hibernating / Lost
13762,219,1,306.72,306.71999999999997,5.684341886080802e-14,1,1,1,Hibernating / Lost
13763,63,1,1714.96,25.5,1689.46,3,1,4,Hibernating / Lost
13764,71,3,1521.76,0.0,1521.76,3,3,4,Loyal Customers
13767,2,37,17220.36,274.65000000000003,16945.71,5,5,5,Champions
13769,2,10,2796.51,24.64,2771.8700000000003,5,5,5,Champions
13771,64,4,2634.45,2.75,2631.7,3,4,5,Loyal Customers
13772,34,3,1132.13,0.0,1132.13,3,3,4,Loyal Customers
13774,82,1,345.0,0.0,345.0,2,1,2,Hibernating / Lost
13777,1,33,25977.16,228.81,25748.35,5,5,5,Champions
13778,103,1,178.7,0.0,178.7,2,1,1,Hibernating / Lost
13780,7,2,360.01,0.0,360.01,5,2,2,Hibernating / Lost
13781,251,1,127.84,0.0,127.84,1,1,1,Hibernating / Lost
13782,13,6,912.0,0.0,912.0,5,5,3,Loyal Customers
13784,10,11,2462.79,0.0,2462.79,5,5,5,Champions
13786,367,1,230.39999999999998,0.0,230.39999999999998,1,1,1,Hibernating / Lost
13787,76,2,309.04,0.0,309.04,2,2,2,Hibernating / Lost
13790,4,1,348.8,0.0,348.8,5,1,2,Hibernating / Lost
13791,128,2,1516.0,468.32,1047.68,2,2,4,At Risk
13792,66,2,195.55,0.0,195.55,3,2,1,Hibernating / Lost
13798,1,57,37153.85,802.43,36351.42,5,5,5,Champions
13799,117,2,688.86,0.0,688.86,2,2,3,At Risk
13800,310,1,558.32,0.0,558.32,1,1,3,At Risk
13801,67,1,324.8,0.0,324.8,3,1,2,Hibernating / Lost
13802,139,3,4599.42,693.15,3906.27,2,3,5,At Risk
13803,255,1,277.07,0.0,277.07,1,1,2,Hibernating / Lost
13804,31,7,2635.79,0.0,2635.79,4,5,5,Champions
13805,52,2,924.6,0.0,924.6,3,2,4,Hibernating / Lost
13806,64,1,256.38,0.0,256.38,3,1,2,Hibernating / Lost
13807,367,1,112.6,0.0,112.6,1,1,1,Hibernating / Lost
13808,6,5,1747.66,0.0,1747.66,5,4,4,Champions
13809,305,1,155.05,0.0,155.05,1,1,1,Hibernating / Lost
13810,29,3,1499.01,599.5,899.51,4,3,3,Loyal Customers
13811,184,3,814.5,222.75,591.75,1,3,3,At Risk
13812,42,3,539.0,0.0,539.0,3,3,3,Loyal Customers
13813,40,4,1366.8600000000001,13.45,1353.41,3,4,4,Loyal Customers
13814,92,2,1579.12,17.0,1562.12,2,2,4,At Risk
13815,22,4,4027.36,12.450000000000001,4014.9100000000003,4,4,5,Champions
13816,24,2,571.6700000000001,16.63,555.0400000000001,4,2,3,Hibernating / Lost
13817,29,2,382.98,0.0,382.98,4,2,2,Hibernating / Lost
13819,302,3,1140.35,0.0,1140.35,1,3,4,At Risk
13821,145,2,385.64,0.0,385.64,2,2,2,Hibernating / Lost
13822,6,2,632.0,0.0,632.0,5,2,3,Hibernating / Lost
13823,19,2,957.66,0.0,957.66,4,2,4,Hibernating / Lost
13824,33,5,1698.94,0.0,1698.94,4,4,4,Champions
13826,176,1,189.5,14.85,174.65,2,1,1,Hibernating / Lost
13827,58,3,412.05,0.0,412.05,3,3,2,Loyal Customers
13828,22,1,209.49,0.0,209.49,4,1,1,Hibernating / Lost
13831,16,6,2202.99,0.0,2202.99,4,5,5,Champions
13832,19,1,52.199999999999996,11.25,40.949999999999996,4,1,1,Hibernating / Lost
13833,159,1,384.8,0.0,384.8,2,1,2,Hibernating / Lost
13835,25,4,834.57,0.0,834.57,4,4,3,Loyal Customers
13837,212,2,271.24,0.0,271.24,1,2,2,Hibernating / Lost
13838,6,4,691.73,0.0,691.73,5,4,3,Loyal Customers
13841,253,1,85.0,0.0,85.0,1,1,1,Hibernating / Lost
13842,59,9,3385.62,0.0,3385.62,3,5,5,Loyal Customers
13844,11,1,361.62,0.0,361.62,5,1,2,Hibernating / Lost
13845,65,1,312.98,0.0,312.98,3,1,2,Hibernating / Lost
13846,25,3,865.0600000000001,17.45,847.61,4,3,3,Loyal Customers
13848,92,3,1255.0,0.0,1255.0,2,3,4,At Risk
13849,52,2,1537.95,0.0,1537.95,3,2,4,Hibernating / Lost
13850,129,1,1595.48,8.67,1586.81,2,1,4,At Risk
13851,96,3,2651.46,0.0,2651.46,2,3,5,At Risk
13853,57,1,1090.14,33.2,1056.94,3,1,4,Hibernating / Lost
13854,9,25,8109.5199999999995,84.5,8025.0199999999995,5,5,5,Champions
13856,169,3,388.5,25.1,363.4,2,3,2,At Risk
13858,57,1,216.17,0.0,216.17,3,1,1,Hibernating / Lost
13859,326,1,201.16,0.0,201.16,1,1,1,Hibernating / Lost
13860,1,5,1245.9,5.9,1240.0,5,4,4,Champions
13862,18,8,2209.36,22.05,2187.31,4,5,5,Champions
13863,248,1,305.78,6.22,299.55999999999995,1,1,2,Hibernating / Lost
13865,58,4,501.56,0.0,501.56,3,4,3,Loyal Customers
13866,74,1,145.67000000000002,0.0,145.67000000000002,2,1,1,Hibernating / Lost
13867,31,3,1015.29,0.0,1015.29,4,3,4,Loyal Customers
13868,7,2,3192.54,0.0,3192.54,5,2,5,Hibernating / Lost
13869,123,4,3104.95,0.0,3104.95,2,4,5,At Risk
13870,2,8,2770.94,19.69,2751.25,5,5,5,Champions
13871,23,13,6403.25,13.450000000000001,6389.8,4,5,5,Champions
13873,120,3,389.6,7.9,381.70000000000005,2,3,2,At Risk
13874,358,1,540.45,0.0,540.45,1,1,3,At Risk
13875,54,5,1786.79,0.0,1786.79,3,4,4,Loyal Customers
13876,64,1,122.7,0.0,122.7,3,1,1,Hibernating / Lost
13877,86,1,117.24,0.0,117.24,2,1,1,Hibernating / Lost
13878,55,1,1281.53,0.0,1281.53,3,1,4,Hibernating / Lost
13880,21,13,3219.77,0.0,3219.77,4,5,5,Champions
13881,4,20,17159.52,170.0,16989.52,5,5,5,Champions
13882,3,5,1191.13,59.849999999999994,1131.2800000000002,5,4,4,Champions
13883,11,5,2674.48,135.73,2538.75,5,4,5,Champions
13884,7,5,787.6,6.300000000000001,781.3000000000001,5,4,3,Loyal Customers
13885,189,2,506.8,0.0,506.8,1,2,3,At Risk
13886,71,1,243.56,0.0,243.56,3,1,2,Hibernating / Lost
13887,204,1,349.55,0.0,349.55,1,1,2,Hibernating / Lost
13888,120,2,605.63,0.0,605.63,2,2,3,At Risk
13889,93,1,416.90000000000003,0.0,416.90000000000003,2,1,2,Hibernating / Lost
13890,1,10,1883.8100000000002,22.95,1860.8600000000001,5,5,4,Champions
13892,27,4,632.97,0.0,632.97,4,4,3,Loyal Customers
13893,298,1,821.1,0.0,821.1,1,1,3,At Risk
13894,24,3,564.62,28.65,535.97,4,3,3,Loyal Customers
13895,28,4,2593.07,4.95,2588.1200000000003,4,4,5,Champions
13897,50,1,311.16,0.0,311.16,3,1,2,Hibernating / Lost
13898,326,1,155.93,0.0,155.93,1,1,1,Hibernating / Lost
13899,16,2,388.52,0.0,388.52,4,2,2,Hibernating / Lost
13900,183,3,740.95,0.0,740.95,1,3,3,At Risk
13901,72,5,2867.2,0.0,2867.2,3,4,5,Loyal Customers
13904,37,2,332.64,0.0,332.64,3,2,2,Hibernating / Lost
13908,80,4,2369.55,22.5,2347.05,2,4,5,At Risk
13911,57,9,2580.91,0.0,2580.91,3,5,5,Loyal Customers
13914,12,2,626.45,12.5,613.95,5,2,3,Hibernating / Lost
13917,50,2,272.04,0.0,272.04,3,2,2,Hibernating / Lost
13918,50,2,1212.8400000000001,0.0,1212.8400000000001,3,2,4,Hibernating / Lost
13919,59,2,384.81,34.65,350.16,3,2,2,Hibernating / Lost
13922,352,1,172.25,0.0,172.25,1,1,1,Hibernating / Lost
13923,54,1,351.13,0.0,351.13,3,1,2,Hibernating / Lost
13924,2,6,1838.8500000000001,156.77,1682.0800000000002,5,5,4,Champions
13925,93,4,678.25,61.599999999999994,616.65,2,4,3,At Risk
13926,23,1,223.85000000000002,0.0,223.85000000000002,4,1,1,Hibernating / Lost
13927,75,1,348.99,0.0,348.99,2,1,2,Hibernating / Lost
13928,11,4,464.57,0.0,464.57,5,4,2,Loyal Customers
13929,169,2,842.65,39.8,802.85,2,2,3,At Risk
13930,58,2,337.34,0.0,337.34,3,2,2,Hibernating / Lost
13931,96,2,1237.53,6.6,1230.93,2,2,4,At Risk
13932,295,1,307.4,0.0,307.4,1,1,2,Hibernating / Lost
13933,109,2,608.7900000000001,0.0,608.7900000000001,2,2,3,At Risk
13934,264,1,922.1,0.0,922.1,1,1,4,At Risk
13936,180,1,376.58,15.299999999999999,361.28,1,1,2,Hibernating / Lost
13937,169,1,158.85,0.0,158.85,2,1,1,Hibernating / Lost
13938,35,1,71.66,0.0,71.66,3,1,1,Hibernating / Lost
13939,23,3,568.55,11.8,556.75,4,3,3,Loyal Customers
13940,17,4,839.14,0.0,839.14,4,4,3,Loyal Customers
13941,22,5,5112.96,200.55,4912.41,4,4,5,Champions
13946,79,3,561.5699999999999,0.0,561.5699999999999,2,3,3,At Risk
13947,65,1,90.6,0.0,90.6,3,1,1,Hibernating / Lost
13948,361,1,102.0,0.0,102.0,1,1,1,Hibernating / Lost
13949,3,6,2427.32,0.0,2427.32,5,5,5,Champions
13950,11,4,745.06,16.5,728.56,5,4,3,Loyal Customers
13951,176,3,674.45,0.0,674.45,2,3,3,At Risk
13952,218,2,3251.071,4.9799999999999995,3246.091,1,2,5,At Risk
13953,7,7,3515.68,0.0,3515.68,5,5,5,Champions
13954,2,2,439.92,61.33,378.59000000000003,5,3,2,Loyal Customers
13955,154,2,322.96,0.0,322.96,2,3,2,At Risk
13956,5,5,1026.42,0.0,1026.42,5,4,4,Champions
13959,79,3,598.2,0.0,598.2,2,3,3,At Risk
13960,21,2,230.22,0.0,230.22,4,3,1,Loyal Customers
13962,22,2,169.55,0.0,169.55,4,3,1,Loyal Customers
13963,308,4,664.54,0.0,664.54,1,4,3,At Risk
13967,146,1,80.7,0.0,80.7,2,1,1,Hibernating / Lost
13969,7,18,9053.94,67.25,8986.69,5,5,5,Champions
13971,19,8,2758.26,56.040000000000006,2702.2200000000003,4,5,5,Champions
13972,71,2,190.25,0.0,190.25,3,3,1,Loyal Customers
13973,287,1,264.7,0.0,264.7,1,1,2,Hibernating / Lost
13974,49,1,413.59000000000003,0.0,413.59000000000003,3,1,2,Hibernating / Lost
13975,31,6,2526.28,23.05,2503.23,4,5,5,Champions
13976,207,1,357.98,0.0,357.98,1,1,2,Hibernating / Lost
13978,15,2,196.79000000000002,0.0,196.79000000000002,4,3,1,Loyal Customers
13979,73,1,869.87,0.0,869.87,2,1,3,At Risk
13980,60,1,200.14,0.0,200.14,3,1,1,Hibernating / Lost
13982,39,4,1871.81,10.7,1861.11,3,4,4,Loyal Customers
13983,30,12,2603.43,12.969999999999999,2590.46,4,5,5,Champions
13984,27,5,920.51,432.48,488.03,4,4,3,Loyal Customers
13985,4,15,7060.13,35.6,7024.53,5,5,5,Champions
13986,17,1,320.46,0.0,320.46,4,1,2,Hibernating / Lost
13988,20,6,4147.96,49.160000000000004,4098.8,4,5,5,Champions
13989,66,2,1266.08,0.0,1266.08,3,3,4,Loyal Customers
13990,213,1,311.3,0.0,311.3,1,1,2,Hibernating / Lost
13991,12,6,855.97,5.34,850.63,5,5,3,Loyal Customers
13992,30,1,76.8,0.0,76.8,4,1,1,Hibernating / Lost
13993,43,9,3466.36,56.7,3409.6600000000003,3,5,5,Loyal Customers
13994,4,6,2313.14,0.0,2313.14,5,5,5,Champions
13995,15,5,1393.69,10.2,1383.49,4,4,4,Champions
13999,10,12,3901.81,36.55,3865.2599999999998,5,5,5,Champions
14000,211,1,635.66,1.9500000000000002,633.7099999999999,1,1,3,At Risk
14001,46,3,2043.0800000000002,12.75,2030.3300000000002,3,3,5,Loyal Customers
14002,134,2,529.73,0.0,529.73,2,3,3,At Risk
14004,43,7,4582.64,0.0,4582.64,3,5,5,Loyal Customers
14005,10,5,2874.72,0.0,2874.72,5,4,5,Champions
14006,116,3,962.19,0.0,962.19,2,3,4,At Risk
14009,198,2,695.61,9.680000000000001,685.9300000000001,1,3,3,At Risk
14012,278,1,328.8,0.0,328.8,1,1,2,Hibernating / Lost
14013,110,3,473.02,0.0,473.02,2,3,2,At Risk
14014,77,1,505.18,0.0,505.18,2,1,3,At Risk
14015,53,1,917.34,0.0,917.34,3,1,4,Hibernating / Lost
14016,162,4,4341.21,12.75,4328.46,2,4,5,At Risk
14019,47,3,1421.61,22.65,1398.9599999999998,3,3,4,Loyal Customers
14020,17,2,642.8,0.0,642.8,4,3,3,Loyal Customers
14021,155,3,631.9,0.0,631.9,2,3,3,At Risk
14022,225,1,440.0,0.0,440.0,1,1,2,Hibernating / Lost
14023,7,2,584.07,0.0,584.07,5,3,3,Loyal Customers
14024,122,2,327.7,0.0,327.7,2,3,2,At Risk
14027,61,1,104.82,0.0,104.82,3,1,1,Hibernating / Lost
14029,63,2,467.66,0.0,467.66,3,3,2,Loyal Customers
14030,18,8,2360.09,0.0,2360.09,4,5,5,Champions
14031,7,19,17286.86,2652.22,14634.640000000001,5,5,5,Champions
14032,2,11,2975.59,45.75,2929.84,5,5,5,Champions
14034,22,3,651.8199999999999,139.8,512.02,4,3,3,Loyal Customers
14035,29,5,1428.02,0.0,1428.02,4,4,4,Champions
14036,285,1,626.65,0.0,626.65,1,1,3,At Risk
14037,176,2,147.20000000000002,0.0,147.20000000000002,2,3,1,At Risk
14038,78,3,1560.38,5.9,1554.48,2,3,4,At Risk
14039,33,1,152.2,0.0,152.2,4,1,1,Hibernating / Lost
14040,41,12,3614.92,72.72999999999999,3542.19,3,5,5,Loyal Customers
14041,266,1,141.41,0.0,141.41,1,1,1,Hibernating / Lost
14044,27,4,652.82,0.0,652.82,4,4,3,Loyal Customers
14045,109,4,1659.75,0.0,1659.75,2,4,4,At Risk
